date,contract_preamble,strike,yes_price,daily_volume,expiry_date,adjusted_yes_price,probability
2022-11-18,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-11-19,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-11-20,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-11-21,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-11-22,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-11-23,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-11-24,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-11-25,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-11-26,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-11-27,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-11-28,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-11-29,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-11-30,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-12-01,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-12-02,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-12-03,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-12-04,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-12-05,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-12-06,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-12-07,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-12-08,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-12-09,FED-22DEC,1.75,98,0,2022-12-14,98,0
2022-12-10,FED-22DEC,1.75,98,0,2022-12-14,92,0
2022-12-11,FED-22DEC,1.75,98,0,2022-12-14,92,0
2022-12-12,FED-22DEC,1.75,98,0,2022-12-14,92,0
2022-12-13,FED-22DEC,1.75,98,0,2022-12-14,92,0
2022-12-14,FED-22DEC,1.75,98,0,2022-12-14,92,0
2022-04-19,FED-22JUL,1.75,38,308,2022-07-27,38,37.755102040816325
2022-04-20,FED-22JUL,1.75,38,0,2022-07-27,38,37.755102040816325
2022-04-21,FED-22JUL,1.75,56,3860,2022-07-27,56,44.89795918367347
2022-04-22,FED-22JUL,1.75,62,80,2022-07-27,62,51.02040816326531
2022-04-23,FED-22JUL,1.75,60,290,2022-07-27,60,41.83673469387755
2022-04-24,FED-22JUL,1.75,65,322,2022-07-27,65,44.89795918367347
2022-04-25,FED-22JUL,1.75,66,415,2022-07-27,66,47.95918367346939
2022-04-26,FED-22JUL,1.75,64,50,2022-07-27,64,45.91836734693877
2022-04-27,FED-22JUL,1.75,68,253,2022-07-27,68,50
2022-04-28,FED-22JUL,1.75,68,0,2022-07-27,68,50
2022-04-29,FED-22JUL,1.75,68,0,2022-07-27,68,43.87755102040816
2022-04-30,FED-22JUL,1.75,68,0,2022-07-27,68,43.87755102040816
2022-05-01,FED-22JUL,1.75,68,0,2022-07-27,68,43.87755102040816
2022-05-02,FED-22JUL,1.75,70,50,2022-07-27,70,45.91836734693877
2022-05-03,FED-22JUL,1.75,80,200,2022-07-27,80,24.489795918367346
2022-05-04,FED-22JUL,1.75,75,1558,2022-07-27,75,53.06122448979592
2022-05-05,FED-22JUL,1.75,76,11,2022-07-27,76,61.224489795918366
2022-05-06,FED-22JUL,1.75,76,70,2022-07-27,76,61.224489795918366
2022-05-07,FED-22JUL,1.75,76,0,2022-07-27,76,64.28571428571429
2022-05-08,FED-22JUL,1.75,75,147,2022-07-27,75,63.265306122448976
2022-05-09,FED-22JUL,1.75,79,652,2022-07-27,79,67.34693877551021
2022-05-10,FED-22JUL,1.75,79,346,2022-07-27,79,67.34693877551021
2022-05-11,FED-22JUL,1.75,80,129,2022-07-27,80,67.34693877551021
2022-05-12,FED-22JUL,1.75,80,25,2022-07-27,80,67.34693877551021
2022-05-13,FED-22JUL,1.75,83,700,2022-07-27,83,70.40816326530613
2022-05-14,FED-22JUL,1.75,83,50,2022-07-27,83,70.40816326530613
2022-05-15,FED-22JUL,1.75,83,0,2022-07-27,83,70.40816326530613
2022-05-16,FED-22JUL,1.75,82,105,2022-07-27,82,72.44897959183673
2022-05-17,FED-22JUL,1.75,87,1518,2022-07-27,87,77.55102040816327
2022-05-18,FED-22JUL,1.75,87,0,2022-07-27,87,77.55102040816327
2022-05-19,FED-22JUL,1.75,89,100,2022-07-27,89,79.59183673469387
2022-05-20,FED-22JUL,1.75,89,0,2022-07-27,89,79.59183673469387
2022-05-21,FED-22JUL,1.75,89,0,2022-07-27,89,79.59183673469387
2022-05-22,FED-22JUL,1.75,89,0,2022-07-27,89,79.59183673469387
2022-05-23,FED-22JUL,1.75,87,1637,2022-07-27,87,77.55102040816327
2022-05-24,FED-22JUL,1.75,86,367,2022-07-27,86,76.53061224489795
2022-05-25,FED-22JUL,1.75,86,0,2022-07-27,86,74.48979591836735
2022-05-26,FED-22JUL,1.75,86,0,2022-07-27,86,77.55102040816327
2022-05-27,FED-22JUL,1.75,86,0,2022-07-27,86,77.55102040816327
2022-05-28,FED-22JUL,1.75,86,0,2022-07-27,86,75.51020408163265
2022-05-29,FED-22JUL,1.75,86,0,2022-07-27,86,75.51020408163265
2022-05-30,FED-22JUL,1.75,86,60,2022-07-27,86,75.51020408163265
2022-05-31,FED-22JUL,1.75,86,0,2022-07-27,86,75.51020408163265
2022-06-01,FED-22JUL,1.75,89,20,2022-07-27,89,78.57142857142857
2022-06-02,FED-22JUL,1.75,86,135,2022-07-27,86,75.51020408163265
2022-06-03,FED-22JUL,1.75,85,221,2022-07-27,85,73.46938775510205
2022-06-04,FED-22JUL,1.75,85,0,2022-07-27,85,73.46938775510205
2022-06-05,FED-22JUL,1.75,85,0,2022-07-27,85,73.46938775510205
2022-06-06,FED-22JUL,1.75,88,5,2022-07-27,88,76.53061224489795
2022-06-07,FED-22JUL,1.75,89,655,2022-07-27,89,78.57142857142857
2022-06-08,FED-22JUL,1.75,90,325,2022-07-27,90,79.59183673469387
2022-06-09,FED-22JUL,1.75,90,301,2022-07-27,90,79.59183673469387
2022-06-10,FED-22JUL,1.75,94,129,2022-07-27,93,61.224489795918366
2022-06-11,FED-22JUL,1.75,96,100,2022-07-27,95,59.183673469387756
2022-06-12,FED-22JUL,1.75,94,200,2022-07-27,94,56.12244897959184
2022-06-13,FED-22JUL,1.75,98,1123,2022-07-27,95,15.306122448979592
2022-06-14,FED-22JUL,1.75,98,100,2022-07-27,97,6.122448979591836
2022-06-15,FED-22JUL,1.75,99,7086,2022-07-27,84,12.244897959183673
2022-06-16,FED-22JUL,1.75,99,1356,2022-07-27,92,4.081632653061225
2022-06-17,FED-22JUL,1.75,99,0,2022-07-27,92,4.081632653061225
2022-06-18,FED-22JUL,1.75,99,0,2022-07-27,92,4.081632653061225
2022-06-19,FED-22JUL,1.75,99,0,2022-07-27,92,4.081632653061225
2022-06-20,FED-22JUL,1.75,99,0,2022-07-27,92,4.081632653061225
2022-06-21,FED-22JUL,1.75,99,0,2022-07-27,92,4.081632653061225
2022-06-22,FED-22JUL,1.75,99,0,2022-07-27,92,4.081632653061225
2022-06-23,FED-22JUL,1.75,99,0,2022-07-27,92,4.081632653061225
2022-06-24,FED-22JUL,1.75,99,0,2022-07-27,92,4.081632653061225
2022-06-25,FED-22JUL,1.75,99,0,2022-07-27,92,4.081632653061225
2022-06-26,FED-22JUL,1.75,99,0,2022-07-27,92,4.081632653061225
2022-06-27,FED-22JUL,1.75,99,0,2022-07-27,92,4.081632653061225
2022-06-28,FED-22JUL,1.75,98,3,2022-07-27,92,4.081632653061225
2022-06-29,FED-22JUL,1.75,98,0,2022-07-27,92,4.081632653061225
2022-06-30,FED-22JUL,1.75,98,0,2022-07-27,92,4.081632653061225
2022-07-01,FED-22JUL,1.75,98,0,2022-07-27,92,4.081632653061225
2022-07-02,FED-22JUL,1.75,98,997,2022-07-27,96,3.061224489795918
2022-07-03,FED-22JUL,1.75,98,0,2022-07-27,96,3.061224489795918
2022-07-04,FED-22JUL,1.75,98,0,2022-07-27,96,3.061224489795918
2022-07-05,FED-22JUL,1.75,98,0,2022-07-27,96,1.0204081632653061
2022-07-06,FED-22JUL,1.75,98,0,2022-07-27,96,2.0408163265306123
2022-07-07,FED-22JUL,1.75,99,20,2022-07-27,96,3.061224489795918
2022-07-08,FED-22JUL,1.75,99,2077,2022-07-27,96,3.061224489795918
2022-07-09,FED-22JUL,1.75,99,0,2022-07-27,96,3.061224489795918
2022-07-10,FED-22JUL,1.75,99,0,2022-07-27,96,3.061224489795918
2022-07-11,FED-22JUL,1.75,99,0,2022-07-27,96,3.061224489795918
2022-07-12,FED-22JUL,1.75,99,0,2022-07-27,96,3.061224489795918
2022-07-13,FED-22JUL,1.75,99,0,2022-07-27,96,0
2022-07-14,FED-22JUL,1.75,99,1000,2022-07-27,96,0
2022-07-15,FED-22JUL,1.75,99,0,2022-07-27,96,3.061224489795918
2022-07-16,FED-22JUL,1.75,99,0,2022-07-27,96,0
2022-07-17,FED-22JUL,1.75,99,0,2022-07-27,96,0
2022-07-18,FED-22JUL,1.75,99,0,2022-07-27,96,0
2022-07-19,FED-22JUL,1.75,99,0,2022-07-27,96,0
2022-07-20,FED-22JUL,1.75,99,0,2022-07-27,99,0
2022-07-21,FED-22JUL,1.75,99,0,2022-07-27,99,0
2022-07-22,FED-22JUL,1.75,99,0,2022-07-27,99,0
2022-07-23,FED-22JUL,1.75,99,0,2022-07-27,99,0
2022-07-24,FED-22JUL,1.75,99,0,2022-07-27,98,1.0204081632653061
2022-07-25,FED-22JUL,1.75,99,0,2022-07-27,98,0
2022-07-26,FED-22JUL,1.75,99,0,2022-07-27,98,1.0204081632653061
2022-07-27,FED-22JUL,1.75,99,0,2022-07-27,98,1.0204081632653061
2022-04-18,FED-22JUN,1.75,4,63,2022-06-15,4,3.061224489795918
2022-04-19,FED-22JUN,1.75,3,717,2022-06-15,3,2.0408163265306123
2022-04-20,FED-22JUN,1.75,3,0,2022-06-15,3,2.0408163265306123
2022-04-21,FED-22JUN,1.75,3,600,2022-06-15,3,2.0408163265306123
2022-04-22,FED-22JUN,1.75,3,0,2022-06-15,3,2.0408163265306123
2022-04-23,FED-22JUN,1.75,3,0,2022-06-15,3,2.0408163265306123
2022-04-24,FED-22JUN,1.75,4,2409,2022-06-15,4,3.061224489795918
2022-04-25,FED-22JUN,1.75,4,0,2022-06-15,4,3.061224489795918
2022-04-26,FED-22JUN,1.75,4,0,2022-06-15,4,3.061224489795918
2022-04-27,FED-22JUN,1.75,4,0,2022-06-15,4,3.061224489795918
2022-04-28,FED-22JUN,1.75,4,0,2022-06-15,4,3.061224489795918
2022-04-29,FED-22JUN,1.75,4,300,2022-06-15,4,3.061224489795918
2022-04-30,FED-22JUN,1.75,4,0,2022-06-15,4,3.061224489795918
2022-05-01,FED-22JUN,1.75,4,0,2022-06-15,4,3.061224489795918
2022-05-02,FED-22JUN,1.75,4,585,2022-06-15,4,3.061224489795918
2022-05-03,FED-22JUN,1.75,3,2132,2022-06-15,3,2.0408163265306123
2022-05-04,FED-22JUN,1.75,2,814,2022-06-15,2,1.0204081632653061
2022-05-05,FED-22JUN,1.75,2,717,2022-06-15,2,1.0204081632653061
2022-05-06,FED-22JUN,1.75,2,1001,2022-06-15,2,1.0204081632653061
2022-05-07,FED-22JUN,1.75,1,1659,2022-06-15,1,0
2022-05-08,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-09,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-10,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-11,FED-22JUN,1.75,1,200,2022-06-15,1,0
2022-05-12,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-13,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-14,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-15,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-16,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-17,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-18,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-19,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-20,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-21,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-22,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-23,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-24,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-25,FED-22JUN,1.75,1,1458,2022-06-15,1,0
2022-05-26,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-27,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-28,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-29,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-30,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-05-31,FED-22JUN,1.75,2,9247,2022-06-15,2,1.0204081632653061
2022-06-01,FED-22JUN,1.75,1,5,2022-06-15,1,0
2022-06-02,FED-22JUN,1.75,1,100,2022-06-15,1,0
2022-06-03,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-06-04,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-06-05,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-06-06,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-06-07,FED-22JUN,1.75,1,0,2022-06-15,1,0
2022-06-08,FED-22JUN,1.75,1,500,2022-06-15,1,0
2022-06-09,FED-22JUN,1.75,1,200,2022-06-15,1,0
2022-06-10,FED-22JUN,1.75,2,4434,2022-06-15,2,1.0204081632653061
2022-06-11,FED-22JUN,1.75,2,90,2022-06-15,2,1.0204081632653061
2022-06-12,FED-22JUN,1.75,2,8928,2022-06-15,2,1.0204081632653061
2022-06-13,FED-22JUN,1.75,5,23189,2022-06-15,5,4.081632653061225
2022-06-14,FED-22JUN,1.75,6,20724,2022-06-15,6,5.1020408163265305
2022-06-15,FED-22JUN,1.75,7,14870,2022-06-15,7,6.122448979591836
2022-05-06,FED-22NOV,1.75,90,0,2022-11-02,90,9.183673469387756
2022-05-07,FED-22NOV,1.75,90,0,2022-11-02,90,9.183673469387756
2022-05-08,FED-22NOV,1.75,90,0,2022-11-02,90,9.183673469387756
2022-05-09,FED-22NOV,1.75,90,0,2022-11-02,90,7.142857142857143
2022-05-10,FED-22NOV,1.75,90,0,2022-11-02,90,7.142857142857143
2022-05-11,FED-22NOV,1.75,90,0,2022-11-02,90,7.142857142857143
2022-05-12,FED-22NOV,1.75,90,0,2022-11-02,90,7.142857142857143
2022-05-13,FED-22NOV,1.75,90,0,2022-11-02,90,7.142857142857143
2022-05-14,FED-22NOV,1.75,90,0,2022-11-02,90,7.142857142857143
2022-05-15,FED-22NOV,1.75,90,0,2022-11-02,90,7.142857142857143
2022-05-16,FED-22NOV,1.75,90,0,2022-11-02,90,7.142857142857143
2022-05-17,FED-22NOV,1.75,90,0,2022-11-02,90,7.142857142857143
2022-05-18,FED-22NOV,1.75,90,0,2022-11-02,90,7.142857142857143
2022-05-19,FED-22NOV,1.75,89,888,2022-11-02,89,6.122448979591836
2022-05-20,FED-22NOV,1.75,89,0,2022-11-02,89,6.122448979591836
2022-05-21,FED-22NOV,1.75,89,0,2022-11-02,89,6.122448979591836
2022-05-22,FED-22NOV,1.75,89,0,2022-11-02,89,6.122448979591836
2022-05-23,FED-22NOV,1.75,89,0,2022-11-02,89,6.122448979591836
2022-05-24,FED-22NOV,1.75,89,0,2022-11-02,89,6.122448979591836
2022-05-25,FED-22NOV,1.75,89,0,2022-11-02,89,3.061224489795918
2022-05-26,FED-22NOV,1.75,89,0,2022-11-02,89,3.061224489795918
2022-05-27,FED-22NOV,1.75,89,0,2022-11-02,89,3.061224489795918
2022-05-28,FED-22NOV,1.75,89,0,2022-11-02,89,3.061224489795918
2022-05-29,FED-22NOV,1.75,89,0,2022-11-02,89,3.061224489795918
2022-05-30,FED-22NOV,1.75,89,0,2022-11-02,89,3.061224489795918
2022-05-31,FED-22NOV,1.75,89,0,2022-11-02,89,3.061224489795918
2022-06-01,FED-22NOV,1.75,89,0,2022-11-02,89,3.061224489795918
2022-06-02,FED-22NOV,1.75,89,0,2022-11-02,89,3.061224489795918
2022-06-03,FED-22NOV,1.75,95,1053,2022-11-02,92,6.122448979591836
2022-06-04,FED-22NOV,1.75,95,0,2022-11-02,92,6.122448979591836
2022-06-05,FED-22NOV,1.75,95,0,2022-11-02,92,6.122448979591836
2022-06-06,FED-22NOV,1.75,95,0,2022-11-02,92,6.122448979591836
2022-06-07,FED-22NOV,1.75,95,0,2022-11-02,92,6.122448979591836
2022-06-08,FED-22NOV,1.75,95,0,2022-11-02,92,3.061224489795918
2022-06-09,FED-22NOV,1.75,95,0,2022-11-02,92,3.061224489795918
2022-06-10,FED-22NOV,1.75,95,0,2022-11-02,92,4.081632653061225
2022-06-11,FED-22NOV,1.75,95,0,2022-11-02,92,4.081632653061225
2022-06-12,FED-22NOV,1.75,95,0,2022-11-02,92,4.081632653061225
2022-06-13,FED-22NOV,1.75,95,0,2022-11-02,92,4.081632653061225
2022-06-14,FED-22NOV,1.75,99,1,2022-11-02,92,4.081632653061225
2022-06-15,FED-22NOV,1.75,99,0,2022-11-02,92,1.0204081632653061
2022-06-16,FED-22NOV,1.75,99,0,2022-11-02,92,0
2022-06-17,FED-22NOV,1.75,99,0,2022-11-02,92,0
2022-06-18,FED-22NOV,1.75,99,0,2022-11-02,92,0
2022-06-19,FED-22NOV,1.75,99,0,2022-11-02,92,0
2022-06-20,FED-22NOV,1.75,99,0,2022-11-02,92,0
2022-06-21,FED-22NOV,1.75,99,0,2022-11-02,92,0
2022-06-22,FED-22NOV,1.75,99,0,2022-11-02,92,0
2022-06-23,FED-22NOV,1.75,99,0,2022-11-02,92,2.0408163265306123
2022-06-24,FED-22NOV,1.75,99,0,2022-11-02,92,2.0408163265306123
2022-06-25,FED-22NOV,1.75,99,0,2022-11-02,92,2.0408163265306123
2022-06-26,FED-22NOV,1.75,99,0,2022-11-02,92,2.0408163265306123
2022-06-27,FED-22NOV,1.75,99,0,2022-11-02,92,2.0408163265306123
2022-06-28,FED-22NOV,1.75,99,0,2022-11-02,92,2.0408163265306123
2022-06-29,FED-22NOV,1.75,99,0,2022-11-02,92,2.0408163265306123
2022-06-30,FED-22NOV,1.75,99,0,2022-11-02,92,2.0408163265306123
2022-07-01,FED-22NOV,1.75,99,0,2022-11-02,92,2.0408163265306123
2022-07-02,FED-22NOV,1.75,99,0,2022-11-02,92,1.0204081632653061
2022-07-03,FED-22NOV,1.75,99,0,2022-11-02,92,1.0204081632653061
2022-07-04,FED-22NOV,1.75,99,0,2022-11-02,92,1.0204081632653061
2022-07-05,FED-22NOV,1.75,99,0,2022-11-02,92,2.0408163265306123
2022-07-06,FED-22NOV,1.75,99,0,2022-11-02,92,2.0408163265306123
2022-07-07,FED-22NOV,1.75,99,0,2022-11-02,92,2.0408163265306123
2022-07-08,FED-22NOV,1.75,99,0,2022-11-02,92,2.0408163265306123
2022-07-09,FED-22NOV,1.75,99,0,2022-11-02,92,2.0408163265306123
2022-07-10,FED-22NOV,1.75,99,0,2022-11-02,92,2.0408163265306123
2022-07-11,FED-22NOV,1.75,99,0,2022-11-02,92,2.0408163265306123
2022-07-12,FED-22NOV,1.75,99,0,2022-11-02,92,2.0408163265306123
2022-07-13,FED-22NOV,1.75,99,0,2022-11-02,92,0
2022-07-14,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-07-15,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-07-16,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-07-17,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-07-18,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-07-19,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-07-20,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-07-21,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-07-22,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-07-23,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-07-24,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-07-25,FED-22NOV,1.75,99,0,2022-11-02,95,2.0408163265306123
2022-07-26,FED-22NOV,1.75,99,0,2022-11-02,95,2.0408163265306123
2022-07-27,FED-22NOV,1.75,99,0,2022-11-02,95,2.0408163265306123
2022-07-28,FED-22NOV,1.75,99,0,2022-11-02,95,2.0408163265306123
2022-07-29,FED-22NOV,1.75,99,0,2022-11-02,95,2.0408163265306123
2022-07-30,FED-22NOV,1.75,99,0,2022-11-02,95,2.0408163265306123
2022-07-31,FED-22NOV,1.75,99,0,2022-11-02,95,2.0408163265306123
2022-08-01,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-02,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-03,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-04,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-05,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-06,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-07,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-08,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-09,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-10,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-11,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-12,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-13,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-14,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-15,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-16,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-17,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-18,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-19,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-20,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-21,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-22,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-23,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-24,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-25,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-26,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-27,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-28,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-29,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-08-30,FED-22NOV,1.75,99,479,2022-11-02,95,0
2022-08-31,FED-22NOV,1.75,99,3,2022-11-02,95,0
2022-09-01,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-02,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-03,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-04,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-05,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-06,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-07,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-08,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-09,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-10,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-11,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-12,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-13,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-14,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-15,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-16,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-17,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-18,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-19,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-20,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-21,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-22,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-23,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-24,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-25,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-26,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-27,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-28,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-29,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-09-30,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-10-01,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-10-02,FED-22NOV,1.75,99,0,2022-11-02,95,0
2022-10-03,FED-22NOV,1.75,98,10,2022-11-02,95,0
2022-10-04,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-05,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-06,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-07,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-08,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-09,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-10,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-11,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-12,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-13,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-14,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-15,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-16,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-17,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-18,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-19,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-20,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-21,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-22,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-23,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-24,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-25,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-26,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-27,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-28,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-29,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-30,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-10-31,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-11-01,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-11-02,FED-22NOV,1.75,98,0,2022-11-02,95,0
2022-04-20,FED-22SEP,1.75,58,350,2022-09-21,58,21.428571428571427
2022-04-21,FED-22SEP,1.75,63,604,2022-09-21,63,17.346938775510203
2022-04-22,FED-22SEP,1.75,63,0,2022-09-21,63,10.204081632653061
2022-04-23,FED-22SEP,1.75,63,0,2022-09-21,63,3.061224489795918
2022-04-24,FED-22SEP,1.75,80,526,2022-09-21,80,16.3265306122449
2022-04-25,FED-22SEP,1.75,81,6,2022-09-21,81,17.346938775510203
2022-04-26,FED-22SEP,1.75,81,0,2022-09-21,81,17.346938775510203
2022-04-27,FED-22SEP,1.75,81,0,2022-09-21,81,17.346938775510203
